[2022-12-12T15:44:54.507+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [queued]>
[2022-12-12T15:44:54.541+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [queued]>
[2022-12-12T15:44:54.544+0000] {taskinstance.py:1283} INFO - 
--------------------------------------------------------------------------------
[2022-12-12T15:44:54.548+0000] {taskinstance.py:1284} INFO - Starting attempt 2 of 7
[2022-12-12T15:44:54.552+0000] {taskinstance.py:1285} INFO - 
--------------------------------------------------------------------------------
[2022-12-12T15:44:54.618+0000] {taskinstance.py:1304} INFO - Executing <Task(PythonOperator): InsertData> on 2022-12-12 12:00:00+00:00
[2022-12-12T15:44:54.662+0000] {standard_task_runner.py:55} INFO - Started process 70524 to run task
[2022-12-12T15:44:54.677+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'Transaction', 'InsertData', 'scheduled__2022-12-12T12:00:00+00:00', '--job-id', '255', '--raw', '--subdir', 'DAGS_FOLDER/transaction.py', '--cfg-path', '/tmp/tmpe7vl79am']
[2022-12-12T15:44:54.685+0000] {standard_task_runner.py:83} INFO - Job 255: Subtask InsertData
[2022-12-12T15:44:54.906+0000] {task_command.py:389} INFO - Running <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [running]> on host 83e68f36074a
[2022-12-12T15:44:55.082+0000] {taskinstance.py:1513} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=Gama Ariefsadya
AIRFLOW_CTX_DAG_ID=Transaction
AIRFLOW_CTX_TASK_ID=InsertData
AIRFLOW_CTX_EXECUTION_DATE=2022-12-12T12:00:00+00:00
AIRFLOW_CTX_TRY_NUMBER=2
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2022-12-12T12:00:00+00:00
[2022-12-12T15:45:00.430+0000] {logging_mixin.py:137} INFO - success Inserting Data
[2022-12-12T15:45:00.441+0000] {python.py:177} INFO - Done. Returned value was: None
[2022-12-12T15:45:00.491+0000] {taskinstance.py:1327} INFO - Marking task as SUCCESS. dag_id=Transaction, task_id=InsertData, execution_date=20221212T120000, start_date=20221212T154454, end_date=20221212T154500
[2022-12-12T15:45:00.677+0000] {local_task_job.py:159} INFO - Task exited with return code 0
[2022-12-12T15:45:00.792+0000] {taskinstance.py:2582} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2022-12-12T16:07:33.044+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [queued]>
[2022-12-12T16:07:33.050+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [queued]>
[2022-12-12T16:07:33.051+0000] {taskinstance.py:1283} INFO - 
--------------------------------------------------------------------------------
[2022-12-12T16:07:33.051+0000] {taskinstance.py:1284} INFO - Starting attempt 2 of 7
[2022-12-12T16:07:33.052+0000] {taskinstance.py:1285} INFO - 
--------------------------------------------------------------------------------
[2022-12-12T16:07:33.060+0000] {taskinstance.py:1304} INFO - Executing <Task(PythonOperator): InsertData> on 2022-12-12 12:00:00+00:00
[2022-12-12T16:07:33.065+0000] {standard_task_runner.py:55} INFO - Started process 72748 to run task
[2022-12-12T16:07:33.068+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'Transaction', 'InsertData', 'scheduled__2022-12-12T12:00:00+00:00', '--job-id', '315', '--raw', '--subdir', 'DAGS_FOLDER/transaction.py', '--cfg-path', '/tmp/tmp1vzv8zo4']
[2022-12-12T16:07:33.069+0000] {standard_task_runner.py:83} INFO - Job 315: Subtask InsertData
[2022-12-12T16:07:33.120+0000] {task_command.py:389} INFO - Running <TaskInstance: Transaction.InsertData scheduled__2022-12-12T12:00:00+00:00 [running]> on host 83e68f36074a
[2022-12-12T16:07:33.170+0000] {taskinstance.py:1513} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=Gama Ariefsadya
AIRFLOW_CTX_DAG_ID=Transaction
AIRFLOW_CTX_TASK_ID=InsertData
AIRFLOW_CTX_EXECUTION_DATE=2022-12-12T12:00:00+00:00
AIRFLOW_CTX_TRY_NUMBER=2
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2022-12-12T12:00:00+00:00
[2022-12-12T16:07:33.192+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (1, 'AC/DC', 1, 'For Those About To Rock We Salute You', 6, 'Put The Finger On You', 3, 3, '2009-01-03 00:00:00','Brussels')
[2022-12-12T16:07:33.225+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (5, 'Alice In Chains', 7, 'Facelift', 60, 'Confusion', 16, 16, '2009-03-05 00:00:00','Reno')
[2022-12-12T16:07:33.227+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (6, 'Ant�nio Carlos Jobim', 8, 'Warner 25 Anos', 66, 'Por Causa De Voc�', 17, 17, '2009-03-06 00:00:00','Madison')
[2022-12-12T16:07:33.229+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (6, 'Ant�nio Carlos Jobim', 8, 'Warner 25 Anos', 72, 'Angela', 18, 18, '2009-03-09 00:00:00','Halifax')
[2022-12-12T16:07:33.231+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (6, 'Ant�nio Carlos Jobim', 34, 'Chill: Brazil (Disc 2)', 394, 'Tanto Tempo', 67, 67, '2009-10-12 00:00:00','Stuttgart')
[2022-12-12T16:07:33.233+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (6, 'Ant�nio Carlos Jobim', 34, 'Chill: Brazil (Disc 2)', 403, 'Bumbo Da Mangueira', 68, 68, '2009-10-17 00:00:00','S�o Paulo')
[2022-12-12T16:07:33.235+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (7, 'Apocalyptica', 9, 'Plays Metallica By Four Cellos', 84, 'Welcome Home (Sanitarium)', 20, 20, '2009-03-22 00:00:00','Edinburgh')
[2022-12-12T16:07:33.238+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (7, 'Apocalyptica', 9, 'Plays Metallica By Four Cellos', 78, 'Master Of Puppets', 19, 19, '2009-03-14 00:00:00','Paris')
[2022-12-12T16:07:33.239+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (8, 'Audioslave', 11, 'Out Of Exile', 108, 'Dandelion', 23, 23, '2009-04-05 00:00:00','Bangalore')
[2022-12-12T16:07:33.241+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (8, 'Audioslave', 10, 'Audioslave', 90, 'Set It Off', 21, 21, '2009-04-04 00:00:00','Sidney')
[2022-12-12T16:07:33.243+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (8, 'Audioslave', 11, 'Out Of Exile', 99, 'Your Time Has Come', 22, 22, '2009-04-04 00:00:00','Santiago')
[2022-12-12T16:07:33.245+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (9, 'BackBeat', 12, 'BackBeat Soundtrack', 117, 'Rock N Roll Music', 24, 24, '2009-04-06 00:00:00','Oslo')
[2022-12-12T16:07:33.246+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (10, 'Billy Cobham', 13, 'The Best Of Billy Cobham', 126, 'Moon germs', 25, 25, '2009-04-09 00:00:00','S�o Paulo')
[2022-12-12T16:07:33.257+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (11, 'Black Label Society', 14, 'Alcohol Fueled Brewtality Live! [Disc 1]', 135, 'Super Terrorizer', 26, 26, '2009-04-14 00:00:00','Cupertino')
[2022-12-12T16:07:33.259+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (11, 'Black Label Society', 15, 'Alcohol Fueled Brewtality Live! [Disc 2]', 144, 'Heart Of Gold', 27, 27, '2009-04-22 00:00:00','Yellowknife')
[2022-12-12T16:07:33.260+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (12, 'Black Sabbath', 17, 'Black Sabbath Vol. 4 (Remaster)', 162, 'Cornucopia', 29, 29, '2009-05-05 00:00:00','Berlin')
[2022-12-12T16:07:33.263+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (12, 'Black Sabbath', 16, 'Black Sabbath', 153, 'Evil Woman', 28, 28, '2009-05-05 00:00:00','Lisbon')
[2022-12-12T16:07:33.264+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (13, 'Body Count', 18, 'Body Count', 171, 'Bowels Of The Devil', 30, 30, '2009-05-06 00:00:00','Berlin')
[2022-12-12T16:07:33.266+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (13, 'Body Count', 18, 'Body Count', 180, 'Body Count Anthem', 31, 31, '2009-05-07 00:00:00','Bordeaux')
[2022-12-12T16:07:33.269+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (14, 'Bruce Dickinson', 19, 'Chemical Wedding', 189, 'Jerusalem', 32, 32, '2009-05-10 00:00:00','Amsterdam')
[2022-12-12T16:07:33.271+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (15, 'Buddy Guy', 20, 'The Best Of Buddy Guy - The Millenium Collection', 198, 'When My Left Eye Jumps', 33, 33, '2009-05-15 00:00:00','Santiago')
[2022-12-12T16:07:33.273+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (16, 'Caetano Veloso', 21, 'Prenda Minha', 216, 'Esse Cara', 35, 35, '2009-06-05 00:00:00','Bras�lia')
[2022-12-12T16:07:33.274+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (16, 'Caetano Veloso', 21, 'Prenda Minha', 207, 'Medita��o', 34, 34, '2009-05-23 00:00:00','Rio de Janeiro')
[2022-12-12T16:07:33.276+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 240, 'Meu Caro Amigo', 42, 42, '2009-07-06 00:00:00','Stockholm')
[2022-12-12T16:07:33.278+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 524, 'Queixa', 92, 92, '2010-02-08 00:00:00','Chicago')
[2022-12-12T16:07:33.283+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 518, 'Podres Poderes', 91, 91, '2010-02-08 00:00:00','Orlando')
[2022-12-12T16:07:33.285+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 230, 'Bye, Bye Brasil', 36, 36, '2009-06-05 00:00:00','Vancouver')
[2022-12-12T16:07:33.286+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 231, 'Atras Da Porta', 37, 37, '2009-06-06 00:00:00','Redmond')
[2022-12-12T16:07:33.288+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 242, 'Trocando Em Mi�dos', 43, 43, '2009-07-06 00:00:00','London')
[2022-12-12T16:07:33.290+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 244, 'Gota D�gua', 44, 44, '2009-07-07 00:00:00','Sidney')
[2022-12-12T16:07:33.294+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 232, 'Tatuagem', 38, 38, '2009-06-07 00:00:00','Reno')
[2022-12-12T16:07:33.296+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 234, 'Morena De Angola', 39, 39, '2009-06-10 00:00:00','Tucson')
[2022-12-12T16:07:33.297+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 236, 'A Banda', 40, 40, '2009-06-15 00:00:00','Berlin')
[2022-12-12T16:07:33.299+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (17, 'Chico Buarque', 23, 'Minha Historia', 238, 'Com A��car E Com Afeto', 41, 41, '2009-06-23 00:00:00','Madrid')
[2022-12-12T16:07:33.301+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (18, 'Chico Science & Na��o Zumbi', 24, 'Afrociberdelia', 264, 'Amor De Muito', 49, 49, '2009-08-06 00:00:00','Ottawa')
[2022-12-12T16:07:33.303+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (18, 'Chico Science & Na��o Zumbi', 24, 'Afrociberdelia', 268, 'Maracatu At�mico [Trip Hop]', 50, 50, '2009-08-06 00:00:00','Winnipeg')
[2022-12-12T16:07:33.305+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (18, 'Chico Science & Na��o Zumbi', 25, 'Da Lama Ao Caos', 274, 'Samba Makossa', 51, 51, '2009-08-07 00:00:00','Lisbon')
[2022-12-12T16:07:33.306+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (18, 'Chico Science & Na��o Zumbi', 25, 'Da Lama Ao Caos', 280, 'Lixo Do Mangue', 52, 52, '2009-08-08 00:00:00','Berlin')
[2022-12-12T16:07:33.308+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (18, 'Chico Science & Na��o Zumbi', 24, 'Afrociberdelia', 248, 'Etnia', 45, 45, '2009-07-08 00:00:00','Bangalore')
[2022-12-12T16:07:33.310+0000] {logging_mixin.py:137} INFO - INSERT INTO public.transaction(artist_id, artist_name, album_id, album_title, track_id, track_name, invoice_line_id, invoice_id, invoice_date,billing_city) VALUES (18, 'Chico Science & Na��o Zumbi', 24, 'Afrociberdelia', 252, 'Samba Do Lado', 46, 46, '2009-07-11 00:00:00','Prague')
